SPEAKER_00:  Harry trades the same way he approaches life. Customize, don't compromise. Which is precisely why he uses the TD Active Trader platform. Because in a world of customizations, nothing compares to the deep customization capabilities of the TD Active Trader platform, where even custom customizations are, well, customized. Everything you need to live, breathe, trade. Visit td.com slash active trader to learn more. TD, ready for you.
SPEAKER_05:  Okay, gas. Ghostbusters.
SPEAKER_05:  ooow
SPEAKER_10:  And I'll go reckless, frenzied rage. Yeah, it is. And I'll make the first of three attacks. Let's go. Great weapon master on all of them. Yes, that's true. All right.
SPEAKER_05:  Yes, let me check.
SPEAKER_10:  The first one is 32 minus 5 is 27.
SPEAKER_10:  32 is going to be 27, that hits.
SPEAKER_03:  He's a 23 right now.
SPEAKER_10:  It's 36023 right now. It's 32 minus five is 27. That hits. Okay, third one.
SPEAKER_10:  and I'll make this a...
SPEAKER_10:  disarming strike with a superior already died. Okay. And that's 14, 16, 30, 36, 31 to hit.
SPEAKER_10:  Yeah, they all hit.
SPEAKER_05:  Yes!
SPEAKER_10:  All right.
SPEAKER_05:  Let's go, buddy! Let's go, bro!
SPEAKER_05:  Where's the top going?
SPEAKER_10:  12 balls.
SPEAKER_10:  35 on the first one. Second one is 9, 18.
SPEAKER_10:  20.
SPEAKER_10:  23 33 for the second one and the third one is
SPEAKER_10:  I don't know.
SPEAKER_10:  21, 31 plus...
SPEAKER_10:  36 for the third one.
SPEAKER_10:  Have a good day.
SPEAKER_05:  I did it! I did it! I did it!
SPEAKER_13:  Now!
SPEAKER_10:  I'll take the Blood Axe and cut one Centu as left-delt, which sends his shoulder sagging. His hand is just ground out heading. One Centu is right, though. It sends the other ark sagging for the third one. I'll start low.
SPEAKER_09:  Let's start running at you.
SPEAKER_05:  Oh my goodness.
SPEAKER_09:  Yeah, this is naval to chin. You do so, and the blade stops part way in. The axe, like, lodges up his dense torso and ribcage, catches it inside. The axe is burrowed into his abdomen and won't go through. And his arms, themselves, just kind of hanging to the side useless. He pulls in and kind of leans into your face.
SPEAKER_05:  Yes
SPEAKER_10:  I'm your fixed dad.
SPEAKER_05:  I'm like that.
SPEAKER_10:  Yeah, I do his rib cage and I...
SPEAKER_10:  Endo is mandible.
SPEAKER_10:  I'm so sorry for doing it.
SPEAKER_05:  I'm not sure. I'm not sure. I'm not sure.
SPEAKER_05:  Where folks knock it up.
SPEAKER_05:  Wow!
SPEAKER_09:  He tried to do Rookayo. Ten work. Got his fam.
SPEAKER_05:  His room.
SPEAKER_09:  Pha!
SPEAKER_05:  Yeah, go.
SPEAKER_10:  I'll hit this action, sir. It's not didn't even get to your zip.
SPEAKER_04:  Oh, buddies. I turned around.
SPEAKER_10:  Turn around and look at the big ass war behind me.
SPEAKER_10:  I'll hold it. At the death...
SPEAKER_09:  at the death of their master. Both creatures start.
SPEAKER_09:  Scritching.
SPEAKER_09:  Natalie, a sorrowful, baleful cry and fury of vengeance. The sad face is right now.
SPEAKER_08:  Don't give bad faces right now.
SPEAKER_09:  essence.
SPEAKER_08:  They are both fair.
SPEAKER_09:  They are both feral and frenzied. Alright. The creatures are feral and frenzied. Oh, good ones.
SPEAKER_03:  The creatures are fairly incredible.
SPEAKER_11:  and still under control.
SPEAKER_03:  Still under Scanlon's control.
SPEAKER_10:  Apparently, I healed 10 hit points for the kill. Uh-huh. Temporary hit points. Um...
SPEAKER_10:  I think I used all my minutes of drink. I think it would end too.
SPEAKER_10:  Let's see.
SPEAKER_09:  He's just holding on to like...
SPEAKER_10:  Next,hesis here.
SPEAKER_04:  We're dead!
SPEAKER_05:  No, no, no, no.
SPEAKER_10:  He's gonna trick it! He's gonna do some of these biggies. If I use an action surge, that gets my, I get two more attacks. Not the third friend's right. That's a bonus. Just the two, okay. But I've used that my movement so I couldn't really travel if I wanted to. And I've used my bonus. I'm gonna move my vlogs.
SPEAKER_05:  Get a trigger! He's gonna get a shot.
SPEAKER_10:  All right. Turn.
SPEAKER_10:  25-30, you've moved 35.
SPEAKER_10:  35 to get to Ozo. I have 50. Could I use 15 feet and use my bonus action would be the boots to go 20 additional feet But I think I've used my bonus hammer-in-eye
SPEAKER_05:  Rawasners say that. Okay and then o-
SPEAKER_10:  www.mar Sciencesor stainless steel wrench.
SPEAKER_10:  And I'll just, I'll use my debt.
SPEAKER_05:  Let's go ahead and see what it turns.
SPEAKER_05:  That wouldn't be able to get to where me anyway.
SPEAKER_10:  But I'll start walking back towards where me, so I can put myself between Pike and.
SPEAKER_10:  Yeah, like about the fucking beer hard there. Just to stay away.
SPEAKER_05:  Yes.
SPEAKER_10:  Go!
SPEAKER_09:  We will look at my body soon.
SPEAKER_05:  Ye birdies!
SPEAKER_09:  Alrighty, that finishes your go, Groove. Scanling you're up.
SPEAKER_02:  I will try to get rid of this.
SPEAKER_02:  thorn in our side of the fluted guy up there in the corner.
SPEAKER_02:  I will sort of rear up on my hind legs and I'll fire a bolt of lightning up at...
SPEAKER_05:  Okay, what's that?
SPEAKER_09:  leg
SPEAKER_02:  Now.
SPEAKER_09:  I just...
SPEAKER_02:  I guess fourth.
SPEAKER_09:  So 96.
SPEAKER_09:  dexterity saving throw. That is gonna be...
SPEAKER_09:  Yeah, that's going to be a 13. No. Sorry. Pretty.
SPEAKER_09:  Select the
SPEAKER_09:  That wasn't that even that might be okay.
SPEAKER_02:  The Virgin, Goddamn it...
SPEAKER_02:  20 and then through more.
SPEAKER_02:  26.
SPEAKER_02:  lightninginals
SPEAKER_09:  It tries to glide out of the way as the bolt hits it. You see it kind of screech in your mind for a second
SPEAKER_09:  And just disintegrates in the hash.
SPEAKER_09:  This one was already heavily hurt by Vex early in the fight and that was the final blow for him.
SPEAKER_02:  Yes, you go off, but I will, unless it saves, I will command, I do a new command to From Scrag!
SPEAKER_02:  Boy, that worm looks really aggressive. I think you should probably take, take out the worms, Greg. Sorry.
SPEAKER_02:  And then
SPEAKER_02:  The beacon is behind me with Liev Tal, right?
SPEAKER_09:  Yes, the details currently holding it.
SPEAKER_02:  And did she look okay?
SPEAKER_09:  And she looks a little better in she did before. She's healed up a little bit.
SPEAKER_02:  She's not possessed by it or any. Make an insight check. Okay.
SPEAKER_02:  It's a natural one.
SPEAKER_02:  She was super creepy and fine. Oh, it's a tube. It's a tube.
SPEAKER_09:  for a total of.
SPEAKER_09:  for.
SPEAKER_09:  Yeah, I mean she's hard to read anyway.
SPEAKER_02:  Anyway, it's a read people very well.
SPEAKER_09:  That makes all this sense.
SPEAKER_02:  Um.
SPEAKER_02:  Then that's all I'll do, I guess. I'll offer my back to Leo of Tale if they want to ride.
SPEAKER_10:  We'll talk about thatanoia here.
SPEAKER_02:  Maybe I'll gallop up the stairs to get closer to her.
SPEAKER_05:  to get closer to a box.
SPEAKER_09:  That's why it's like a servant.
SPEAKER_10:  Love,
SPEAKER_05:  Everyone's ready
SPEAKER_09:  Alrighty, I finished the scammers go.
SPEAKER_05:  Let's go.
SPEAKER_09:  I was always off the board. But it is Voraxco.
SPEAKER_05:  Ha!
SPEAKER_09:  more accurate.
SPEAKER_09:  I'll shift over here.
SPEAKER_09:  bowing over here and seeing the...
SPEAKER_09:  Flying glowing tiny little more slow. Ha ha!
SPEAKER_09:  It's, you turn around and see it like, shh, look behind it, it's gonna try and strike it. You pay.
SPEAKER_04:  Okay. What was that?
SPEAKER_09:  That's gonna be...
SPEAKER_04:  She's like a grape.
SPEAKER_04:  Now full single this.
SPEAKER_09:  I'm gonna get the wrong one.
SPEAKER_04:  . . . . .
SPEAKER_04:  I feel like we want to help you.
SPEAKER_11:  That's right.
SPEAKER_11: aps this one for you.
SPEAKER_11:  terrible sound, I feel better than that.
SPEAKER_11:  24 to hit.
SPEAKER_04:  It hits ya.
SPEAKER_11:  So.
SPEAKER_08:  WHERE YOU ten
SPEAKER_09:  30 points of piercing damage.
SPEAKER_04:  which I'm resistant.
SPEAKER_09:  Right, so you take 15.
SPEAKER_09:  and I need you to make a dexterity saving throw.
SPEAKER_04:  Okay, you got this.
SPEAKER_04:  Oh, almost a natural point. Yeah, you see it. That's a nine.
SPEAKER_09:  That's a nice.
SPEAKER_09:  You're flying forward, see it coming as you spin to fly away.
SPEAKER_09:  Everything goes dark as you see the feature Scoot! Scoot! And you snatch up! Do you remember before? We're just...
SPEAKER_04:  This is Schnatz equations gentlemen report me down. DSM. Right before the David.
SPEAKER_07:  That's okay.
SPEAKER_07:  because so do stuff inside. I can do stuff in there.
SPEAKER_04:  I can do it from there.
SPEAKER_04:  I can do stuff in there.
SPEAKER_09:  And the second attack, it's going to go ahead and bane spines. Shhh, around it.
SPEAKER_09:  So, Grog, make it extra to save me Trump.
SPEAKER_05:  Make it extra easy.
SPEAKER_09:  Thanks for being. Yes, please. You got it.
SPEAKER_05:  This is a natural trail. Oh, yeah. Oh, yeah. Yeah.
SPEAKER_09:  So 28 damage reduced to half, to 20 to 14. And then half that because you're second set, so seven.
SPEAKER_09:  Seven points of piercing damage.
SPEAKER_02:  At the end of my turn, Scrag gets to make a wisdom save to try to... Well, that's true! ...free of me. Yes! Control.
SPEAKER_09:  going to be...
SPEAKER_08:  nothing to.
SPEAKER_08:  No 19, 19 doesn't do it, right?
SPEAKER_04:  That's cute.
SPEAKER_04:  Very nice.
SPEAKER_10:  was over for me.
SPEAKER_04:  other break as you hit those books.
SPEAKER_10:  Have a good one.
SPEAKER_10:  I don't care. I don't care. You're on a clarity bit, eh?
SPEAKER_03:  had if you had.
SPEAKER_10:  I'll see.
SPEAKER_06:  Kayler hanging on that dress.
SPEAKER_06:  Yes.
SPEAKER_06:  Yeah, I'm gonna just turn and face that little guy right in front of me, blade arm guy that grogg, Jackdapro van.
SPEAKER_06:  Yeah, yeah. Yeah, and I'm just going to take a touch attack out. Just a big fiery swipe out. You got it. I'm going to take it.
SPEAKER_02:  Come on, Sukho, and I'll impress Lee of Tal.
SPEAKER_06:  I'm Trump dry and 21.
SPEAKER_05:  Good for blazing!
SPEAKER_06:  we went5 but um
SPEAKER_05:  It was so stroopEX
SPEAKER_06:  13. What's the damage on that one? 13 points damage and then he's also on fire
SPEAKER_09:  Yes he is, he falls to the ground. Looking up at you.
SPEAKER_09:  the flames carved through his skull and he burned.
SPEAKER_02:  I'm narrating in real time to leave tell what Cerconos is doing.
SPEAKER_06:  Finally feeling confident sort of looking around the battlefield seeing all these heroes do this amazing stuff the earth is shaking You just puppet master to guy my hero just nuked a guy from the shadows. That's exactly what I'm seeing in my mind I speak in mind I look at my wrist and even though I don't have a human form I can picture my favorite bracelet that I made before we left and just as W W SD what would scan Linda
SPEAKER_05:  and seeing in my mind that I speak it.
SPEAKER_06:  after I vaporize that guy.
SPEAKER_05:  like a family swearing bell J
SPEAKER_06:  to myself, to myself, I say, how's your chance to be?
SPEAKER_05:  Bye
SPEAKER_06:  She cares, Madam, in charming to say something.
SPEAKER_06:  Make it funny!
SPEAKER_05:  K Halloween Air
SPEAKER_06:  Make it cool. Make it perverted. And then I'm going to use blank stuff after my attack and take like 30 feet and kind of poof right in front of the worm.
SPEAKER_05:  And they're not.
SPEAKER_06:  Because I can teleport right there.
SPEAKER_05:  Hey!
SPEAKER_06:  You look like...
SPEAKER_06:  Disease should have tell ya!
SPEAKER_06:  Tell me!
SPEAKER_06:  Does it burn when you urinate?
SPEAKER_05:  I'm a mate!  Guang Nae Is that high?
SPEAKER_12:  The sound of cracker.
SPEAKER_11:  We'll be back.
SPEAKER_06:  And then I'm gonna take a punch at his, your re-throw looking.
SPEAKER_05:  All right. You're so stiggas. Ewww, watch for the doll! A candy, cheek.
SPEAKER_09:  uh, eating just hits for us.
SPEAKER_06:  It's more accurate.
SPEAKER_06:  Fairly, oh pretty good 11 plus 11 18
SPEAKER_09:  Please.
SPEAKER_09:  Alomasz
SPEAKER_09:  18 points to damage and it is on fire correct?
SPEAKER_06:  Yeah, he's on fire. And then as I teleported, my birds have covered the distance with me after that strike. Oh yeah. So then I can force a deck save on the worm. Indeed. 19.
SPEAKER_09:  on fire.
SPEAKER_09:  The natural two it is not going to do it.
SPEAKER_06:  Sick that looks pretty good 10 13 6 19 9 at 28 7 35 Damage from the birds and since I connected on that attack I can do one more blink step and I'm gonna like
SPEAKER_06:  pop.
SPEAKER_06:  into his mouth, inside the body, and like uppercut him from the inside. Let's go. From my last attack. Oh my god.
SPEAKER_07:  PRE
SPEAKER_07:  Come on, his name's Speaker!
SPEAKER_06:  Not great. Yeah, that probably won't hit that misses. Yeah.
SPEAKER_06:  But I'm in the pike, you know, currently.
SPEAKER_04:  What was it?
SPEAKER_06:  It was a 13.
SPEAKER_04:  We'll Go Zeik Fit tomatoesorm www.D
SPEAKER_09:  You were inside its mouth and he's inside well.
SPEAKER_04:  So I'm within 30 feet.
SPEAKER_09:  Yeah, I'd say you can see the flame in the light. So what if I did?
SPEAKER_04:  So what if I did what if I did a
SPEAKER_09:  We're God's blessing.
SPEAKER_04:  Work on its blessing and add the next for 10.
SPEAKER_09:  You can do that. Yeah, absolutely. Yeah. That'll hit.
SPEAKER_04:  with that.
SPEAKER_04:  Blue!
SPEAKER_09:  You see, like, you're just tethered and burning, acidic darkness, since they have a bit of light piers in it. It looks like something, and you can torch around the corner of a wall. And you see, just like the flaming form of sarconos, just punching his way into the mouth of his creature.
SPEAKER_06:  Thank you for that. That was 15 damage. And also because I'm inside him and occupying his space which I can do in this form, he's on fire. He's head on fire. He's serious.
SPEAKER_09:  Yeah, so he's just flames are merging out its mouth. You were kind of like glowing and beating around inside its jaw. That is a pretty solid, almost 70 points of damage. I'm running around. Yeah, yeah. Hell yeah.
SPEAKER_05:  one round.
SPEAKER_07:  on the street.
SPEAKER_06:  Kelly
SPEAKER_06:  All right, and that's it.
SPEAKER_09:  judicial asking for further report, and getting sat Saturday. andUMP.
SPEAKER_05:  I'm jumping on the fireball now.
SPEAKER_09:  Right, right. You take.
SPEAKER_05:  Right.
SPEAKER_05:  I'm gonna go get him out of here! Try him.
SPEAKER_05:  that's...
SPEAKER_05:  No.
SPEAKER_09:  Take 25 points at the damage. Okay. They're adjusting you from one within.
SPEAKER_04:  H
SPEAKER_04:  It's okay, it's okay.
SPEAKER_04:  Great, I'm gonna take.
SPEAKER_03:  At the time the
SPEAKER_04:  All right, I'm going.
SPEAKER_03:  Hey.
SPEAKER_03:  I'm gonna fire a little bit.
SPEAKER_04:  How did you go?
SPEAKER_04:  . . . .
SPEAKER_05:  History scenes.
SPEAKER_04:  There we go.
SPEAKER_04:  I am going to play.
SPEAKER_05:  I am going to play.
SPEAKER_04:  just kind of put my hands out on either side.
SPEAKER_09:  Mm-hmm.
SPEAKER_04:  And I'm going to inflict wounds.
SPEAKER_09:  that will level.
SPEAKER_04:  7.
SPEAKER_09:  Wow
SPEAKER_04:  I'm gonna blow this puppy up.
SPEAKER_09:  Oh man.
SPEAKER_04:  All right, so that is... Hold on, let me roll this even worse.
SPEAKER_09:  Now, you do have disadvantage on attacks of them because you, well, it's a touch attack. Yeah.
SPEAKER_09:  I'll say even though you're restrained, if anything.
SPEAKER_04:  If I'm like this, is that...
SPEAKER_09:  No, if I make you are your...
SPEAKER_09:  You have advantage on the attack. I'll say that. I'm like, like, I need to touch attack while you're inside of it. That wouldn't make any sense of the way.
SPEAKER_04:  I'm gonna touch attack while you're in.
SPEAKER_04:  Okay, well that's 21.
SPEAKER_09:  21 hits. Okay, okay.
SPEAKER_04:  Okay, okay, great. So that is a 9D 10.
SPEAKER_04:  But I have a little overboard here. But that's just what we're gonna do.
SPEAKER_05:  I'm gonna get my tails.
